DIRECTORIO;SECUENCIA_P;SECUENCIA_ENCUESTA;P3053;P3095;P3096;P3097;P3098;P3054;P3055;P469;CLASE_TE;COD_DEPTO;AREA;F_EXP
5492475;1;10;2;;1;;;1;3;1;1;52;52;8.592826444892500
5492476;1;2;1;2;;;;1;4;2;1;52;52;11.768975465914300
5492478;1;2;1;1;;;;1;4;2;1;52;52;20.733741045575300
5492479;1;5;1;2;;;;1;1;2;1;52;52;15.411183819039800
5492481;1;1;1;2;;;;1;3;2;1;52;52;9.487432101270910
5492488;1;2;3;;;1;;;;;1;52;52;21.940030518215900
5492507;1;1;1;2;;;;1;3;2;1;52;52;19.011304307452600
5492507;1;2;3;;;1;;;;;1;52;52;19.011304307452600
5492512;1;1;4;;;;1;;;;1;52;52;8.921193258477660
5492517;1;2;3;;;1;;;;;1;54;54;47.400289736992000
5492526;1;2;2;;1;;;1;3;1;1;54;54;44.764859310109500
5492530;1;1;4;;;;2;1;;1;1;54;54;46.141400518619100
5492530;1;2;1;1;;;;1;4;1;1;54;54;46.141400518619100
5492550;1;2;1;2;;;;1;5;1;1;54;54;39.248807891651000
5492553;1;1;2;;2;;;1;3;1;1;54;54;43.307252410320700
5492556;1;2;4;;;;1;;;;1;54;54;54.604253349223200
5492556;1;3;4;;;;1;;;;1;54;54;54.604253349223200
5492557;1;2;1;2;;;;1;1;1;1;54;54;35.769417124707900
5492559;1;1;1;2;;;;1;1;1;1;54;54;39.610692187028300
5492564;1;2;1;2;;;;1;1;1;1;54;54;40.035457710968000
5492570;1;4;4;;;;2;1;;1;1;54;54;33.020371087919500
5492571;1;2;1;1;;;;1;1;2;1;54;54;31.712261628708000
5492574;1;1;2;;1;;;1;3;1;1;54;54;45.178253860833800
5492577;1;1;1;2;;;;1;1;1;1;54;54;37.187900205199100
5492578;1;1;3;;;1;;;;;1;54;54;53.586143972466300
5492579;1;3;3;;;1;;;;;1;54;54;36.754784625441000
5492580;1;2;1;2;;;;1;5;1;1;54;54;48.710443905793500
5492584;1;1;1;2;;;;1;3;2;1;54;54;39.196581697712600
5492589;1;3;4;;;;2;1;;1;1;54;54;35.769417124707900
5492591;1;3;3;;;1;;;;;1;54;54;27.817462853726100
5492592;1;1;1;2;;;;1;3;2;1;54;54;39.323828012615300
5492596;1;1;4;;;;1;;;;1;54;54;41.708220609791700
5492597;1;1;6;;;;;;;;1;54;54;43.805749032555000
5492603;1;1;1;1;;;;1;3;1;1;54;54;36.118438093038500
5492612;1;3;1;1;;;;1;4;2;1;54;54;48.472993837778800
5492613;1;2;1;1;;;;1;4;2;1;54;54;35.769417124707900
5492615;1;1;2;;2;;;1;3;1;1;54;54;41.708220609791700
5492622;1;1;3;;;1;;;;;1;54;54;50.745815534639200
5492624;1;2;4;;;;1;;;;1;54;54;42.995391697020000
5492626;1;1;4;;;;1;;;;1;54;54;50.759625868724000
5492628;1;1;4;;;;1;;;;1;54;54;48.088889825790000
5492628;1;5;4;;;;1;;;;1;54;54;48.088889825790000
5492630;1;1;4;;;;1;;;;1;54;54;47.822729076334500
5492633;1;1;1;1;;;;1;3;1;1;54;54;47.400289736992000
5492639;1;1;1;1;;;;1;1;1;1;63;63;14.753386642683000
5492651;1;2;1;1;;;;1;3;1;1;63;63;12.698537844594100
5492656;1;3;1;2;;;;1;4;2;1;63;63;12.871636994637100
5492659;1;1;2;;1;;;1;3;1;1;63;63;9.375481906726830
5492670;1;2;2;;2;;;1;3;1;1;63;63;18.321911250568600
5492671;1;1;1;2;;;;1;1;1;1;63;63;13.454918692975800
5492672;1;2;1;2;;;;1;4;2;1;63;63;16.970197100289600
5492674;1;1;1;1;;;;1;1;1;1;63;63;13.643746092831500
5492677;1;3;2;;2;;;1;3;2;1;63;63;10.265041565797700
5492683;1;2;4;;;;1;;;;1;63;63;14.753386642683000
5492685;1;1;4;;;;2;1;;1;1;63;63;15.974750463911800
5492687;1;1;2;;1;;;1;3;1;1;63;63;10.863769937285800
5492690;1;1;2;;1;;;1;3;1;1;63;63;14.915348302200700
5492724;1;2;7;;;;;1;1;2;1;66;66;31.778704941156400
5492729;1;1;2;;3;;;1;3;1;1;66;66;38.306574142376700
5492738;1;1;1;2;;;;1;3;2;1;66;66;25.765187550233400
5492753;1;2;1;1;;;;1;3;2;1;66;66;31.187824045069100
5492763;1;1;1;1;;;;1;3;1;1;66;66;36.435552633109800
5492769;1;1;1;1;;;;1;3;2;1;66;66;33.779305850801400
5492775;1;1;5;;;;;1;1;1;1;66;66;37.213604681825400
5492777;1;1;1;1;;;;1;3;1;1;66;66;35.776456459201300
5492779;1;1;2;;2;;;1;3;1;1;66;66;35.243302495628700
5492792;1;1;1;2;;;;1;1;1;1;66;66;31.778704941156400
5492803;1;3;5;;;;;1;2;1;1;66;66;29.433144722823500
5492813;1;1;6;;;;;;;;1;66;66;28.344143330037100
5492826;1;1;1;1;;;;1;1;1;1;66;66;30.764550241745000
5492837;1;3;1;2;;;;1;1;2;1;66;66;38.435855681303500
5492838;1;1;5;;;;;1;3;1;1;66;66;31.187824045069100
5492848;1;1;5;;;;;1;3;1;1;66;66;36.240945476060400
5492882;1;1;5;;;;;1;3;1;1;68;68;57.868608168587100
5492883;1;1;3;;;1;;;;;1;68;68;46.214524166311900
5492885;1;1;3;;;1;;;;;1;68;68;52.163114243076700
5492885;1;2;1;1;;;;1;3;2;1;68;68;52.163114243076700
5492888;1;3;3;;;1;;;;;1;68;68;52.704675474476700
5492889;1;1;5;;;;;1;1;1;1;68;68;50.998742635366900
5492889;1;2;1;1;;;;1;3;2;1;68;68;50.998742635366900
5492893;1;1;2;;2;;;1;3;2;1;68;68;53.353391054469700
5492893;1;3;5;;;;;1;1;2;1;68;68;53.353391054469700
5492894;1;1;4;;;;1;;;;1;68;68;40.649198805435900
5492896;1;2;1;2;;;;1;3;2;1;68;68;60.088330863399200
5492900;1;2;3;;;2;;;;;1;68;68;57.641568475669600
5492902;1;1;1;1;;;;1;1;1;1;68;68;67.151908663903100
5492906;1;3;3;;;1;;;;;1;68;68;35.698248813248000
5492907;1;3;3;;;1;;;;;1;68;68;59.186453784534800
5492908;1;1;4;;;;2;1;;1;1;68;68;62.335387800532100
5492908;1;2;4;;;;1;;;;1;68;68;62.335387800532100
5492910;1;3;2;;1;;;1;3;1;1;68;68;39.667246023753900
5492911;1;1;1;1;;;;1;1;1;1;68;68;63.023097491152500
5492914;1;1;3;;;1;;;;;1;68;68;46.686202190265300
5492915;1;1;5;;;;;1;3;1;1;68;68;52.398916675488600
5492916;1;1;3;;;1;;;;;1;68;68;64.208636652423900
5492916;1;2;1;2;;;;1;3;2;1;68;68;64.208636652423900
5492919;1;2;1;2;;;;1;1;1;1;68;68;49.983598669250700
5492919;1;3;3;;;1;;;;;1;68;68;49.983598669250700
5492920;1;1;3;;;1;;;;;1;68;68;60.002610337043400
5492922;1;3;6;;;;;;;;1;68;68;40.522756218735400
5492925;1;1;3;;;1;;;;;1;68;68;44.173970875413000
5492925;1;2;1;2;;;;1;3;2;1;68;68;44.173970875413000
5492933;1;1;5;;;;;1;1;1;1;68;68;57.577113116505900
5492934;1;1;2;;2;;;1;3;1;1;68;68;57.762305580489700
5492935;1;1;3;;;1;;;;;1;68;68;53.592268730320800
5492938;1;1;2;;1;;;1;3;1;1;68;68;57.641568475669600
5492960;1;4;3;;;1;;;;;1;70;70;4.867992498955220
5492961;1;3;1;2;;;;1;4;2;1;70;70;6.193601119571460
5492962;1;3;3;;;1;;;;;1;70;70;5.974704138693340
5492963;1;1;2;;2;;;1;4;1;1;70;70;10.093229481430700
5492963;1;3;3;;;1;;;;;1;70;70;10.093229481430700
5492963;1;4;2;;2;;;1;4;1;1;70;70;10.093229481430700
5492967;1;1;4;;;;1;;;;1;70;70;4.867992498955220
5492967;1;3;2;;1;;;1;4;1;1;70;70;4.867992498955220
5492967;1;4;1;2;;;;1;4;1;1;70;70;4.867992498955220
5492968;1;1;1;1;;;;1;4;2;1;70;70;11.026072793630000
5492970;1;1;1;2;;;;1;1;1;1;70;70;9.976617865437410
5492973;1;4;5;;;;;1;1;1;1;70;70;11.347478631372300
5492974;1;2;3;;;1;;;;;1;70;70;13.338468872510900
5492975;1;1;1;2;;;;1;4;2;1;70;70;7.183931235950140
5492975;1;2;2;;2;;;1;3;1;1;70;70;7.183931235950140
5492975;1;6;1;2;;;;1;4;2;1;70;70;7.183931235950140
5492976;1;5;3;;;1;;;;;1;70;70;6.263441949866190
5492977;1;1;1;1;;;;1;1;2;1;70;70;8.691023912946830
5492983;1;1;5;;;;;1;1;1;1;70;70;12.053846093611500
5492983;1;2;1;2;;;;1;4;1;1;70;70;12.053846093611500
5492985;1;1;1;2;;;;1;4;2;1;70;70;4.867992498955220
5492988;1;2;5;;;;;1;3;1;1;70;70;12.553440020780500
5492991;1;2;4;;;;1;;;;1;70;70;13.057578175405600
5492993;1;3;3;;;2;;;;;1;70;70;7.238511820307790
5492994;1;1;4;;;;1;;;;1;70;70;12.958011888524000
5492995;1;1;2;;1;;;1;4;1;1;70;70;11.929424678959100
5492997;1;2;4;;;;1;;;;1;70;70;11.929424678959100
5492998;1;1;1;2;;;;1;1;1;1;70;70;11.143424653637500
5493000;1;1;4;;;;1;;;;1;70;70;8.737794698645410
5493001;1;2;2;;1;;;1;3;1;1;70;70;13.010807389707000
5493002;1;1;1;1;;;;1;1;2;1;70;70;12.605495277949400
5493002;1;2;3;;;1;;;;;1;70;70;12.605495277949400
5493003;1;1;1;2;;;;1;1;2;1;70;70;5.484668743197310
5493003;1;2;1;1;;;;1;1;2;1;70;70;5.484668743197310
5493003;1;3;1;1;;;;1;1;1;1;70;70;5.484668743197310
5493004;1;2;2;;2;;;1;3;1;1;70;70;8.146407933093180
5493005;1;2;1;2;;;;1;1;2;1;70;70;9.517539078905500
5493007;1;1;2;;1;;;1;4;1;1;70;70;14.473618258033100
5493008;1;1;4;;;;1;;;;1;70;70;10.590221315702100
5493008;1;5;5;;;;;1;1;2;1;70;70;10.590221315702100
5493012;1;1;5;;;;;1;1;2;1;70;70;13.134414894776000
5493013;1;1;6;;;;;;;;1;70;70;6.139020535213800
5493013;1;6;6;;;;;;;;1;70;70;6.139020535213800
5493017;1;1;5;;;;;1;1;1;1;70;70;12.558724492250900
5493020;1;2;4;;;;2;1;;2;1;70;70;10.170880110384500
5493020;1;3;5;;;;;1;1;2;1;70;70;10.170880110384500
5493023;1;1;1;2;;;;1;1;2;1;70;70;10.396772980338300
5493024;1;2;6;;;;;;;;1;70;70;13.666130355314700
5493026;1;1;1;2;;;;1;1;1;1;70;70;9.266714315472080
5493027;1;3;1;2;;;;1;1;2;1;70;70;4.867992498955220
5493029;1;2;5;;;;;1;1;1;1;70;70;12.933156760753300
5493031;1;1;3;;;2;;;;;1;70;70;7.727806971789720
5493031;1;4;1;2;;;;1;1;2;1;70;70;7.727806971789720
5493036;1;3;1;1;;;;1;1;1;1;70;70;9.727384571010000
5493037;1;4;4;;;;2;1;;1;1;70;70;6.435374394231260
5493038;1;1;1;2;;;;1;1;2;1;70;70;12.762778469985600
5493040;1;1;4;;;;1;;;;1;70;70;7.352791723281010
5493048;1;1;2;;3;;;1;3;1;1;70;70;7.726252818192240
5493052;1;1;1;2;;;;1;1;2;1;70;70;13.181185680474600
5493056;1;2;1;2;;;;1;1;1;1;70;70;7.322494860032070
5493057;1;1;5;;;;;1;3;1;1;70;70;11.601763196155300
5493057;1;2;3;;;1;;;;;1;70;70;11.601763196155300
5493065;1;1;1;1;;;;1;3;2;1;73;73;29.836200663606900
5493065;1;2;1;1;;;;1;3;2;1;73;73;29.836200663606900
5493066;1;2;1;2;;;;1;1;2;1;73;73;27.187270572367600
5493077;1;1;1;2;;;;1;6;1;1;73;73;22.608548469636700
5493084;1;2;1;2;;;;1;1;2;1;73;73;26.876809463499400
5493089;1;1;1;1;;;;1;3;1;1;73;73;32.739446598966600
5493092;1;1;4;;;;1;;;;1;73;73;28.291357509664900
5493096;1;1;1;1;;;;1;4;1;1;73;73;31.183001930332100
5493097;1;1;3;;;1;;;;;1;73;73;18.096208140489200
5493101;1;1;3;;;2;;;;;1;73;73;19.263181311775300
5493118;1;1;2;;1;;;1;3;1;1;73;73;27.000083350836900
5493122;1;2;1;2;;;;1;3;1;1;73;73;18.278983594805300
5493123;1;1;3;;;2;;;;;1;73;73;27.890284497623900
5493134;1;1;2;;1;;;1;3;1;1;73;73;33.976776002917300
5493136;1;2;1;2;;;;1;4;2;1;73;73;32.870079612395700
5493138;1;2;6;;;;;;;;1;73;73;25.585535304671400
5493142;1;1;1;1;;;;1;4;1;1;73;73;31.145070457362000
5493145;1;1;6;;;;;;;;1;73;73;29.836200663606900
5493151;1;1;2;;2;;;1;6;2;1;73;73;27.497731681235900
5493151;1;2;1;2;;;;1;1;1;1;73;73;27.497731681235900
5493165;1;2;3;;;1;;;;;1;73;73;18.912014611500500
5493181;1;1;1;1;;;;1;1;1;1;73;73;26.411047903479200
5493181;1;3;4;;;;1;;;;1;73;73;26.411047903479200
5493184;1;1;3;;;1;;;;;1;76;76;107.569807192890000
5493186;1;1;5;;;;;1;1;1;1;76;76;66.559434217083000
5493190;1;3;5;;;;;1;1;1;1;76;76;116.515175611911000
5493190;1;5;5;;;;;1;1;1;1;76;76;116.515175611911000
5493193;1;1;1;1;;;;1;1;1;1;76;76;82.384782060480300
5493197;1;1;3;;;1;;;;;1;76;76;107.569807192890000
5493201;1;3;1;2;;;;1;1;2;1;76;76;149.571757053935000
5493201;1;6;1;2;;;;1;1;2;1;76;76;149.571757053935000
5493202;1;4;3;;;1;;;;;1;76;76;143.600469665207000
5493203;1;1;1;2;;;;1;1;2;1;76;76;100.369021000691000
5493204;1;1;1;2;;;;1;1;2;1;76;76;113.640404814763000
5493208;1;1;5;;;;;1;4;1;1;76;76;109.407228116830000
5493208;1;2;1;2;;;;1;4;2;1;76;76;109.407228116830000
5493211;1;2;3;;;1;;;;;1;76;76;84.548919981581600
5493211;1;3;3;;;1;;;;;1;76;76;84.548919981581600
5493211;1;5;2;;1;;;1;4;1;1;76;76;84.548919981581600
5493211;1;6;1;2;;;;1;3;2;1;76;76;84.548919981581600
5493212;1;1;1;1;;;;1;4;1;1;76;76;90.513223856773300
5493214;1;1;5;;;;;1;1;1;1;76;76;90.505016211975000
5493217;1;5;1;2;;;;1;1;2;1;76;76;138.770789595026000
5493218;1;2;3;;;1;;;;;1;76;76;134.067878802933000
5493220;1;1;4;;;;2;1;;1;1;76;76;82.384782060480300
5493229;1;1;1;1;;;;1;3;1;1;76;76;87.959259827447500
5493230;1;2;1;2;;;;1;1;2;1;76;76;124.082760996883000
5493246;1;3;6;;;;;;;;1;76;76;94.683552557760800
5493250;1;3;2;;4;;;1;3;1;1;76;76;96.892648191557500
5493258;1;2;1;1;;;;1;4;2;1;76;76;110.995338197090000
5493261;1;1;2;;1;;;1;1;1;1;76;76;74.256340264186900
5493262;1;2;4;;;;1;;;;1;76;76;83.621264377486600
5493265;1;2;1;1;;;;1;4;2;1;76;76;90.505016211975000
5493274;1;2;1;1;;;;1;1;2;1;76;76;110.995338197090000
5493276;1;2;1;2;;;;1;4;2;1;76;76;84.497266587046600
5493301;1;1;3;;;1;;;;;1;76;76;99.941257661615000
5493314;1;1;3;;;1;;;;;1;88;88;5.419837694856730
5493321;1;1;3;;;1;;;;;1;88;88;5.019112355407790
5493322;1;1;5;;;;;1;3;1;1;88;88;4.333384424082270
5493325;1;2;1;1;;;;1;1;1;1;88;88;3.915758213025750
5493328;1;2;1;1;;;;1;1;2;1;88;88;4.471826948116940
5493337;1;1;2;;1;;;1;3;1;1;88;88;4.362919297220200
5493341;1;1;2;;1;;;1;1;1;1;88;88;4.029354187591950
5493344;1;1;2;;1;;;1;3;1;1;88;88;3.321829174496620
5493491;1;1;7;;;;;4;3;2;2;23;;509.457639335813000
5493492;1;1;7;;;;;1;4;2;2;23;;1088.470153508050000
5493492;1;5;7;;;;;1;4;2;2;23;;1088.470153508050000
5493493;1;1;7;;;;;1;1;2;2;23;;716.517740335899000
5493496;1;1;3;;;1;;;;;1;23;;926.048455509391000
5493500;1;1;8;;;;;;;;2;23;;978.893715521433000
5493501;1;1;7;;;;;1;1;2;2;23;;634.052693730870000
5493513;1;1;1;2;;;;1;1;2;2;44;;99.763517379459200
5493515;1;1;3;;;1;;;;;1;13;;34.135791633667700
5493523;1;1;5;;;;;1;1;1;1;13;;32.448380791956600
5493524;1;1;1;2;;;;1;1;1;1;13;;27.247612020600800
5493525;1;1;1;2;;;;1;5;2;1;13;;24.019071136145400
5493526;1;3;2;;1;;;1;5;1;1;13;;16.769033221818800
5493527;1;1;3;;;1;;;;;1;13;;49.319689452638200
5493528;1;1;5;;;;;1;1;1;1;13;;26.070334560336500
5493529;1;1;5;;;;;1;1;2;1;13;;25.789315621896000
5493529;1;3;5;;;;;1;1;2;1;13;;25.789315621896000
5493536;1;1;1;2;;;;1;1;1;1;13;;441.952710747409000
5493538;1;1;7;;;;;1;1;2;1;13;;676.233939836152000
5493540;1;1;7;;;;;1;1;1;1;13;;649.937433868898000
5493545;1;2;8;;;;;;;;1;13;;311.445201297427000
5493545;1;3;4;;;;1;;;;1;13;;311.445201297427000
5493546;1;1;7;;;;;1;1;2;1;13;;381.990186232408000
5493548;1;2;1;2;;;;1;1;1;1;13;;664.059142128753000
5493549;1;1;3;;;1;;;;;1;13;;669.082774103766000
5493551;1;1;4;;;;1;;;;1;13;;574.029212287200000
5493554;1;1;1;1;;;;1;1;1;1;13;;635.923639223862000
5493555;1;2;5;;;;;1;1;1;1;13;;443.884613169070000
5493555;1;3;5;;;;;1;3;1;1;13;;443.884613169070000
5493559;1;1;2;;1;;;1;1;1;1;13;;831.754391452311000
5493562;1;1;7;;;;;1;3;1;1;13;;477.043748048973000
5493563;1;1;5;;;;;1;1;1;1;13;;749.182353251034000
5493565;1;1;5;;;;;1;1;1;1;13;;422.300486844697000
5493567;1;3;2;;1;;;1;1;1;1;13;;381.990186232408000
5493568;1;1;1;2;;;;1;4;2;1;13;;897.791638201708000
5493572;1;1;7;;;;;1;4;1;2;13;;306.190384757330000
5493573;1;3;7;;;;;1;4;1;2;13;;279.475649638385000
5493577;1;2;7;;;;;1;4;2;2;13;;399.478547479546000
5493579;1;1;8;;;;;;;;2;13;;143.349086325479000
5493579;1;3;1;1;;;;1;5;2;2;13;;143.349086325479000
5493581;1;1;7;;;;;1;1;1;2;13;;152.713381709115000
5493582;1;1;8;;;;;;;;2;13;;316.677632340013000
5493586;1;1;1;2;;;;1;1;1;2;13;;290.752685944412000
5493586;1;4;7;;;;;1;1;1;2;13;;290.752685944412000
5493588;1;1;1;2;;;;1;1;2;2;13;;463.700749704170000
5493591;1;1;7;;;;;1;3;2;2;13;;338.560242628345000
5493592;1;1;4;;;;1;;;;2;13;;222.642238004799000
5493594;1;4;7;;;;;1;4;1;2;13;;269.493083348529000
5493595;1;1;8;;;;;;;;2;13;;334.140706420481000
5493596;1;2;4;;;;1;;;;2;13;;279.475649638385000
5493597;1;1;7;;;;;1;5;2;2;13;;415.363628606473000
5493599;1;1;8;;;;;;;;2;13;;399.478547479546000
5493600;1;3;1;1;;;;1;1;1;2;13;;230.949140838175000
5493601;1;2;7;;;;;1;1;2;2;13;;325.862448720870000
5493602;1;1;4;;;;1;;;;2;13;;323.638487032706000
5493604;1;2;1;2;;;;1;1;1;2;13;;276.099935047885000
5493607;1;2;3;;;1;;;;;2;13;;218.446291160393000
5493612;1;1;1;2;;;;1;1;1;2;13;;241.894537433165000
5493613;1;1;4;;;;1;;;;2;13;;102.344294278734000
5493614;1;1;4;;;;1;;;;2;13;;234.110322149663000
5493636;1;2;3;;;1;;;;;1;20;20;9.008288978172250
5493638;1;2;4;;;;1;;;;1;20;20;12.759910101226500
5493640;1;1;3;;;1;;;;;1;20;20;15.587157967732200
5493649;1;5;5;;;;;1;2;1;1;20;20;12.618327264608300
5493653;1;1;5;;;;;1;3;1;1;20;20;16.340116855056100
5493653;1;3;5;;;;;1;3;1;1;20;20;16.340116855056100
5493662;1;2;3;;;1;;;;;1;20;20;9.008288978172250
5493663;1;1;2;;1;;;1;3;1;1;20;20;19.733001204676400
5493665;1;1;2;;1;;;1;3;1;1;20;20;22.000263302833000
5493665;1;2;2;;1;;;1;3;1;1;20;20;22.000263302833000
5493666;1;1;3;;;1;;;;;1;20;20;20.222092780551400
5493674;1;1;3;;;1;;;;;1;20;20;17.557394503901300
5493676;1;2;5;;;;;1;1;1;1;20;20;21.108736241934600
5493682;1;1;5;;;;;1;1;1;1;20;20;10.324053632686900
5493682;1;2;5;;;;;1;1;1;1;20;20;10.324053632686900
5493683;1;1;2;;2;;;1;3;1;1;20;20;34.061726482553900
5493683;1;2;2;;2;;;1;3;1;1;20;20;34.061726482553900
5493683;1;3;2;;2;;;1;3;1;1;20;20;34.061726482553900
5493684;1;1;6;;;;;;;;1;20;20;23.313207958506000
5493686;1;1;1;1;;;;1;3;2;1;20;20;17.528529488105000
5493693;1;1;1;2;;;;1;1;1;1;20;20;17.268279720340500
5493697;1;1;4;;;;2;1;;1;1;20;20;23.313207958506000
5493700;1;1;1;1;;;;1;1;1;1;20;20;11.714334593672000
5493701;1;2;4;;;;1;;;;1;20;20;20.970655241986000
5493702;1;1;3;;;1;;;;;1;20;20;17.297808660240000
5493702;1;2;5;;;;;1;1;1;1;20;20;17.297808660240000
5493705;1;3;3;;;2;;;;;1;20;20;19.920323608885800
5493705;1;4;3;;;1;;;;;1;20;20;19.920323608885800
5493709;1;1;3;;;1;;;;;1;20;20;12.759910101226500
5493710;1;2;5;;;;;1;3;1;1;20;20;22.890408600885900
5493716;1;2;4;;;;2;1;;1;1;20;20;23.313207958506000
5493724;1;2;1;2;;;;1;4;1;1;20;20;12.737465914940700
5493724;1;5;3;;;1;;;;;1;20;20;12.737465914940700
5493726;1;2;4;;;;2;1;;1;1;20;20;26.203246206596900
5493727;1;2;3;;;1;;;;;1;20;20;23.179523384446700
5493729;1;1;5;;;;;2;2;1;1;20;20;12.759910101226500
5493729;1;2;3;;;1;;;;;1;20;20;12.759910101226500
5493732;1;1;3;;;1;;;;;1;20;20;22.890408600885900
5493751;1;2;3;;;1;;;;;1;20;20;12.894848964162000
5493752;1;1;3;;;1;;;;;1;20;20;26.901312974894500
5493754;1;2;2;;3;;;1;3;1;1;20;20;10.352319455327900
5493758;1;2;3;;;2;;;;;1;20;20;19.302303584497300
5493761;1;1;5;;;;;1;1;1;1;20;20;24.688942995764200
5493761;1;2;1;1;;;;1;4;2;1;20;20;24.688942995764200
5493762;1;1;1;2;;;;1;1;1;1;20;20;17.641850189567500
5493765;1;1;3;;;1;;;;;1;20;20;15.917317497436000
5493765;1;3;3;;;1;;;;;1;20;20;15.917317497436000
5493766;1;1;3;;;1;;;;;1;20;20;11.714334593672000
5493773;1;1;4;;;;2;1;;1;1;20;20;20.225710324235800
5493776;1;2;3;;;2;;;;;1;20;20;9.008288978172250
5493779;1;1;1;2;;;;1;1;1;1;20;20;13.382686251160700
5493785;1;2;3;;;1;;;;;1;20;20;10.116842501917100
5493786;1;1;5;;;;;1;4;1;1;20;20;9.008288978172250
5493786;1;3;3;;;2;;;;;1;20;20;9.008288978172250
5493791;1;1;1;2;;;;1;3;2;1;20;20;23.313207958506000
5493794;1;2;1;1;;;;1;4;1;1;20;20;12.759910101226500
5493799;1;1;1;1;;;;1;3;1;1;20;20;21.271285831790300
5493802;1;1;1;1;;;;1;1;1;1;20;20;22.133947876892300
5493812;1;1;2;;1;;;1;3;1;1;20;20;11.714334593672000
5493832;1;2;4;;;;1;;;;1;44;44;5.844446263808510
5493863;1;2;1;2;;;;1;3;2;1;17;;45.490307564262000
5493864;1;1;5;;;;;1;2;2;1;17;;58.058742133695600
5493867;1;3;7;;;;;1;3;2;2;63;;27.508118617892800
5493868;1;1;7;;;;;1;2;1;2;73;;123.765480827994000
5493873;1;1;7;;;;;1;5;1;2;44;;40.794971485602300
5493874;1;1;7;;;;;1;5;2;2;44;;46.453191905752300
5493875;1;1;1;2;;;;1;1;1;2;44;;104.580473143676000
5493876;1;1;1;2;;;;1;5;1;2;44;;101.256539844595000
5493882;1;1;5;;;;;1;1;2;1;13;;37.359770479290300
5493884;1;3;5;;;;;1;1;2;1;13;;32.750584821451800
5493892;1;1;3;;;1;;;;;1;13;;31.292288422747100
5493903;1;2;2;;1;;;1;3;1;1;13;;25.262559188227200
5493906;1;3;1;2;;;;1;5;2;1;13;;37.935646736272000
5493910;1;2;5;;;;;1;3;2;1;13;;38.374091291382200
5493912;1;2;3;;;1;;;;;1;13;;22.963456788599400
5493912;2;1;1;1;;;;1;1;2;1;13;;22.963456788599400
5493912;2;4;3;;;1;;;;;1;13;;22.963456788599400
5493912;2;8;5;;;;;1;3;1;1;13;;22.963456788599400
5493913;1;2;3;;;1;;;;;1;13;;19.817409355435100
5493913;1;4;1;1;;;;1;5;2;1;13;;19.817409355435100
5493913;1;7;1;2;;;;1;5;2;1;13;;19.817409355435100
5493923;1;1;7;;;;;1;1;1;2;13;;24.176245710015000
5493923;1;2;4;;;;1;;;;2;13;;24.176245710015000
5493924;1;2;4;;;;1;;;;2;13;;21.673318149446200
5493925;1;1;7;;;;;1;1;1;2;13;;18.446776770291800
5493931;1;1;4;;;;1;;;;1;13;;38.374091291382200
5493937;1;1;3;;;1;;;;;1;13;;25.685296886801800
5493940;1;1;3;;;1;;;;;1;13;;41.900274166500000
5493941;1;1;5;;;;;1;3;2;1;13;;22.030577635698400
5493944;1;1;1;2;;;;1;1;2;1;13;;34.650512372753900
5493950;1;2;1;2;;;;1;1;2;1;13;;31.776342554437500
5493953;1;2;1;2;;;;1;3;2;1;13;;43.221540788699200
5493954;1;3;3;;;1;;;;;1;13;;23.122812614321600
5493961;1;1;3;;;1;;;;;1;13;;34.369493434313500
5493973;1;1;7;;;;;1;4;1;2;13;;25.427709490299500
5493973;1;2;5;;;;;1;1;1;2;13;;25.427709490299500
5493974;1;1;7;;;;;1;4;2;2;13;;7.860757018636700
5493982;1;2;7;;;;;1;4;2;2;15;;23.967726903765300
5493984;1;1;4;;;;1;;;;1;13;13;42.801917838740900
5493985;1;1;3;;;2;;;;;1;15;15;6.046899668464780
5493989;1;5;5;;;;;1;2;1;1;20;20;19.958341176117200
5493996;1;1;4;;;;1;;;;1;47;47;8.664519442790080
5493996;1;2;1;2;;;;1;1;2;1;47;47;8.664519442790080
5494000;1;1;2;;1;;;1;3;1;1;63;63;10.995470786874700
5494000;1;7;2;;2;;;1;4;2;1;63;63;10.995470786874700
5494015;1;2;3;;;2;;;;;1;13;;30.484513050637800
5494016;1;1;1;2;;;;1;5;2;1;13;;29.923596544516200
5494021;1;1;1;1;;;;1;3;1;1;08;08;40.086842714537200
5494021;1;3;2;;1;;;1;3;1;1;08;08;40.086842714537200
5494021;1;4;3;;;1;;;;;1;08;08;40.086842714537200
5494028;1;2;3;;;2;;;;;1;19;19;16.055335783101500
5494031;1;2;3;;;1;;;;;1;47;47;12.746237922080300
5494031;1;7;1;2;;;;1;4;2;1;47;47;12.746237922080300
5494032;1;1;1;1;;;;1;3;1;1;73;73;20.078649877134000
5494035;1;1;3;;;1;;;;;1;25;;115.702734942265000
5494038;1;5;8;;;;;;;;2;66;;18.753991307663600
5494040;1;3;5;;;;;1;1;2;1;13;;16.769033221818800
5494040;2;1;8;;;;;;;;1;13;;16.769033221818800
5494049;1;5;5;;;;;1;1;1;1;88;88;4.036363435318370
5494060;1;2;5;;;;;1;1;1;1;68;;244.971470418387000
5494064;1;1;5;;;;;1;1;1;1;68;;142.350409194571000
5494065;1;3;3;;;1;;;;;1;68;;162.491490613207000
5494084;1;1;6;;;;;;;;1;68;;161.686636873385000
